DFIRM_ID,VERSION_ID,FLD_AR_ID,STUDY_TYP,FLD_ZONE,ZONE_SUBTY,SFHA_TF,STATIC_BFE,V_DATUM,DEPTH,LEN_UNIT,VELOCITY,VEL_UNIT,AR_REVERT,AR_SUBTRV,BFE_REVERT,DEP_REVERT,DUAL_ZONE,SOURCE_CIT,Fl_status,Status
12103C,1.1.1.0,12103C_28,NP,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_FIS1,1,1
12103C,1.1.1.0,12103C_32,NP,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_FIS1,1,1
12103C,1.1.1.0,12103C_1,NP,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_FIS1,1,1
12103C,1.1.1.0,12103C_13,NP,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_FIS1,1,1
12103C,1.1.1.0,12103C_16,NP,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_FIS1,1,1
12103C,1.1.1.0,12103C_17,NP,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY1,1,1
12103C,1.1.1.0,12103C_47,NP,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_FIS1,1,1
12103C,1.1.1.0,12103C_69,NP,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_FIS1,1,1
12103C,1.1.1.0,12103C_72,NP,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY1,1,1
12103C,1.1.1.0,12103C_79,NP,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_FIS1,1,1
12103C,1.1.1.0,12103C_80,NP,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_FIS1,1,1
12103C,1.1.1.0,12103C_85,NP,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY1,1,1
12103C,1.1.1.0,12103C_166,NP,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_FIS1,1,1
12103C,1.1.1.0,12103C_168,NP,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_FIS1,1,1
12103C,1.1.1.0,12103C_169,NP,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_FIS1,1,1
12103C,1.1.1.0,12103C_174,NP,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_FIS1,1,1
12103C,1.1.1.0,12103C_175,NP,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_FIS1,1,1
12103C,1.1.1.0,12103C_180,NP,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_FIS1,1,1
12103C,1.1.1.0,12103C_1141,SFHA without BFE,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY1,1,1
12103C,1.1.1.0,12103C_2175,SFHA without BFE,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY1,1,1
12103C,1.1.1.0,12103C_2052,SFHA without BFE,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY1,1,1
12103C,1.1.1.0,12103C_2056,SFHA without BFE,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY1,1,1
12103C,1.1.1.0,12103C_2057,SFHA without BFE,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY1,1,1
12103C,1.1.1.0,12103C_2058,SFHA without BFE,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY1,1,1
12103C,1.1.1.0,12103C_2059,SFHA without BFE,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY1,1,1
12103C,1.1.1.0,12103C_2063,SFHA without BFE,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY1,1,1
12103C,1.1.1.0,12103C_399,NP,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY1,1,1
12103C,1.1.1.0,12103C_400,NP,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY1,1,1
12103C,1.1.1.0,12103C_401,NP,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_FIS1,1,1
12103C,1.1.1.0,12103C_402,NP,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_FIS1,1,1
12103C,1.1.1.0,12103C_2101,SFHA without BFE,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY1,1,1
12103C,1.1.1.0,12103C_2102,SFHA without BFE,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY1,1,1
12103C,1.1.1.0,12103C_2191,SFHA without BFE,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY1,1,1
12103C,1.1.1.0,12103C_318,NP,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_FIS1,1,1
12103C,1.1.1.0,12103C_321,NP,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_FIS1,1,1
12103C,1.1.1.0,12103C_325,NP,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_FIS1,1,1
12103C,1.1.1.0,12103C_327,NP,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_FIS1,1,1
12103C,1.1.1.0,12103C_329,NP,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_FIS1,1,1
12103C,1.1.1.0,12103C_335,NP,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_FIS1,1,1
12103C,1.1.1.0,12103C_888,SFHA without BFE,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY1,1,1
12103C,1.1.1.0,12103C_890,SFHA without BFE,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY1,1,1
12103C,1.1.1.0,12103C_1995,SFHA without BFE,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY1,1,1
12103C,1.1.1.0,12103C_353,SFHA without BFE,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY1,1,1
12103C,1.1.1.0,12103C_354,SFHA without BFE,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY1,1,1
12103C,1.1.1.0,12103C_355,SFHA without BFE,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY1,1,1
12103C,1.1.1.0,12103C_587,NP,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_FIS1,1,1
12103C,1.1.1.0,12103C_1997,SFHA without BFE,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY1,1,1
12103C,1.1.1.0,12103C_1998,SFHA without BFE,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY1,1,1
12103C,1.1.1.0,12103C_1999,SFHA without BFE,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY1,1,1
12103C,1.1.1.0,12103C_2001,SFHA without BFE,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY1,1,1
12103C,1.1.1.0,12103C_1296,SFHA without BFE,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY1,1,1
12103C,1.1.1.0,12103C_1297,SFHA without BFE,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY1,1,1
12103C,1.1.1.0,12103C_1299,SFHA without BFE,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY1,1,1
12103C,1.1.1.0,12103C_1300,SFHA without BFE,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY1,1,1
12103C,1.1.1.0,12103C_1302,SFHA without BFE,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY1,1,1
12103C,1.1.1.0,12103C_1303,SFHA without BFE,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY1,1,1
12103C,1.1.1.0,12103C_1764,SFHA without BFE,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY1,1,1
12103C,1.1.1.0,12103C_1965,SFHA without BFE,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY1,1,1
12103C,1.1.1.0,12103C_1966,SFHA without BFE,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY1,1,1
12103C,1.1.1.0,12103C_1968,SFHA without BFE,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY1,1,1
12103C,1.1.1.0,12103C_1969,SFHA without BFE,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY1,1,1
12103C,1.1.1.0,12103C_1971,SFHA without BFE,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY1,1,1
12103C,1.1.1.0,12103C_1975,SFHA without BFE,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY1,1,1
12103C,1.1.1.0,12103C_1978,SFHA without BFE,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY1,1,1
12103C,1.1.1.0,12103C_1979,SFHA without BFE,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY1,1,1
12103C,1.1.1.0,12103C_2069,SFHA without BFE,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY1,1,1
12103C,1.1.1.0,12103C_2076,SFHA without BFE,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY1,1,1
12103C,1.1.1.0,12103C_2078,SFHA without BFE,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY1,1,1
12103C,1.1.1.0,12103C_2093,SFHA without BFE,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY1,1,1
12103C,1.1.1.0,12103C_2120,SFHA without BFE,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY1,1,1
12103C,1.1.1.0,12103C_2130,SFHA without BFE,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY1,1,1
12103C,1.1.1.0,12103C_2148,SFHA without BFE,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY1,1,1
12103C,1.1.1.0,12103C_2149,SFHA without BFE,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY1,1,1
12103C,1.1.1.0,12103C_2160,SFHA without BFE,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY1,1,1
12103C,1.1.1.0,12103C_2223,SFHA without BFE,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY1,1,1
12103C,1.1.1.0,12103C_2268,SFHA without BFE,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY1,1,1
12103C,1.1.1.0,12103C_2269,SFHA without BFE,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY1,1,1
12103C,1.1.1.0,12103C_2395,SFHA without BFE,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY1,1,1
12103C,1.1.1.0,12103C_2523,SFHA without BFE,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY1,1,1
12103C,2.4.3.2,12103C_2443,SFHAs WITH HIGH FLOOD RISK,AE,COASTAL FLOODPLAIN,T,9.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY2,1,1
12103C,2.4.3.2,12103C_2444,SFHAs WITH HIGH FLOOD RISK,AE,COASTAL FLOODPLAIN,T,11.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY2,1,1
12103C,2.4.3.2,12103C_2445,SFHAs WITH HIGH FLOOD RISK,AE,COASTAL FLOODPLAIN,T,10.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY2,1,1
12103C,2.4.3.2,12103C_2446,SFHAs WITH HIGH FLOOD RISK,AE,COASTAL FLOODPLAIN,T,11.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY2,1,1
12103C,2.4.3.2,12103C_2447,SFHAs WITH HIGH FLOOD RISK,AE,COASTAL FLOODPLAIN,T,8.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY2,1,1
12103C,2.4.3.2,12103C_2448,SFHAs WITH HIGH FLOOD RISK,AE,COASTAL FLOODPLAIN,T,9.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY2,1,1
12103C,2.4.3.2,12103C_1650,SFHAs WITH HIGH FLOOD RISK,AE,COASTAL FLOODPLAIN,T,8.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY2,1,1
12103C,2.4.3.2,12103C_1652,SFHAs WITH HIGH FLOOD RISK,AE,COASTAL FLOODPLAIN,T,10.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY2,1,1
12103C,2.4.3.2,12103C_1653,SFHAs WITH HIGH FLOOD RISK,AE,COASTAL FLOODPLAIN,T,10.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY2,1,1
12103C,2.4.3.2,12103C_1654,SFHAs WITH HIGH FLOOD RISK,AE,COASTAL FLOODPLAIN,T,10.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY2,1,1
12103C,2.4.3.2,12103C_1655,SFHAs WITH HIGH FLOOD RISK,AE,COASTAL FLOODPLAIN,T,10.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY2,1,1
12103C,2.4.3.2,12103C_1907,SFHAs WITH HIGH FLOOD RISK,AE,COASTAL FLOODPLAIN,T,9.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY2,1,1
12103C,2.4.3.2,12103C_1908,SFHAs WITH HIGH FLOOD RISK,AE,COASTAL FLOODPLAIN,T,10.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY2,1,1
12103C,2.4.3.2,12103C_1909,SFHAs WITH HIGH FLOOD RISK,AE,COASTAL FLOODPLAIN,T,11.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY2,1,1
12103C,2.4.3.2,12103C_1910,SFHAs WITH HIGH FLOOD RISK,AE,COASTAL FLOODPLAIN,T,10.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY2,1,1
12103C,2.4.3.2,12103C_1911,SFHAs WITH HIGH FLOOD RISK,AE,COASTAL FLOODPLAIN,T,11.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY2,1,1
12103C,2.4.3.2,12103C_1912,SFHAs WITH HIGH FLOOD RISK,AE,COASTAL FLOODPLAIN,T,13.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY2,1,1
12103C,2.4.3.2,12103C_1913,SFHAs WITH HIGH FLOOD RISK,AE,COASTAL FLOODPLAIN,T,13.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY2,1,1
12103C,1.1.1.0,12103C_2487,NP,AE, ,T,14.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY1,1,1
12103C,1.1.1.0,12103C_2488,NP,AE, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY1,1,1
12103C,1.1.1.0,12103C_2489,NP,AE, ,T,14.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY1,1,1
12103C,2.4.3.2,12103C_1038,SFHAs WITH HIGH FLOOD RISK,AE,COASTAL FLOODPLAIN,T,12.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY2,1,1
12103C,1.1.1.0,12103C_1992,NP,AE, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY1,1,1
12103C,1.1.1.0,12103C_1993,NP,AE, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY1,1,1
12103C,1.1.1.0,12103C_1994,NP,AE, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY1,1,1
12103C,2.4.3.2,12103C_2236,SFHAs WITH HIGH FLOOD RISK,AE,COMBINED RIVERINE AND COASTAL FLOODPLAIN,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY3,1,1
12103C,2.4.3.2,12103C_2237,SFHAs WITH HIGH FLOOD RISK,AE,COASTAL FLOODPLAIN,T,10.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY2,1,1
12103C,1.1.1.0,12103C_2238,NP,AE, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY1,1,1
12103C,1.1.1.0,12103C_2239,NP,AE, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY1,1,1
12103C,1.1.1.0,12103C_2240,NP,AE, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY1,1,1
12103C,1.1.1.0,12103C_2241,NP,AE,FLOODWAY,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY1,1,1
12103C,1.1.1.0,12103C_2242,NP,AE, ,T,13.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY1,1,1
12103C,1.1.1.0,12103C_2243,NP,AE, ,T,11.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY1,1,1
12103C,1.1.1.0,12103C_2244,NP,AE, ,T,13.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY1,1,1
12103C,2.4.3.2,12103C_2500,SFHAs WITH HIGH FLOOD RISK,AE,COMBINED RIVERINE AND COASTAL FLOODPLAIN,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY3,1,1
12103C,2.4.3.2,12103C_2501,SFHAs WITH HIGH FLOOD RISK,AE,COASTAL FLOODPLAIN,T,8.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY2,1,1
12103C,2.4.3.2,12103C_2502,SFHAs WITH HIGH FLOOD RISK,AE,COASTAL FLOODPLAIN,T,10.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY2,1,1
12103C,2.4.3.2,12103C_2503,SFHAs WITH HIGH FLOOD RISK,AE,COASTAL FLOODPLAIN,T,10.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY2,1,1
12103C,2.4.3.2,12103C_2504,SFHAs WITH HIGH FLOOD RISK,AE,COASTAL FLOODPLAIN,T,7.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY2,1,1
12103C,1.1.1.0,12103C_2505,NP,AE, ,T,12.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY1,1,1
12103C,1.1.1.0,12103C_2506,NP,AE, ,T,10.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY1,1,1
12103C,1.1.1.0,12103C_349,NP,AE, ,T,47.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY1,1,1
12103C,1.1.1.0,12103C_350,NP,AE, ,T,57.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY1,1,1
12103C,1.1.1.0,12103C_351,NP,AE, ,T,62.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12103C_STUDY1,1,1
