GEOID_JOIN,LAT,LON,POPULATION,WEIGHTED_DEMAND,TIER_LABEL,MULTIPLIER,METHOD,ASSIGNED_SID,ASSIGNED_NAME,TRAVEL_TIME_MIN
1.2103E+11,27.886531,-82.8157695,1233,61.65,X Unshaded / Minimal,0.05,PuLP_CBC,17,Mildred Helms Elementary,4.16563021689073
1.2103E+11,27.8915187,-82.7592677,2008,1706.8,AE Coastal Floodplain,0.85,PuLP_CBC,17,Mildred Helms Elementary,5.411632573155499
1.2103E+11,28.093255,-82.6894017,2369,1895.2,AE/A — 100-yr Floodplain,0.8,PuLP_CBC,1,Palm Harbor Middle,8.852754038049333
1.2103E+11,27.9123977,-82.7408725,1270,254.0,X Shaded — 500-yr,0.2,PuLP_CBC,17,Mildred Helms Elementary,5.83293442912426
1.2103E+11,27.9035536,-82.7415211,1950,390.0,X Shaded — 500-yr,0.2,PuLP_CBC,17,Mildred Helms Elementary,7.353130763937518
1.2103E+11,28.0178076,-82.7108636,1034,51.7,X Unshaded / Minimal,0.05,PuLP_CBC,1,Palm Harbor Middle,9.141701687997278
1.2103E+11,27.9589351,-82.7930191,794,635.2,AE/A — 100-yr Floodplain,0.8,PuLP_CBC,14,Skycrest Elementary,3.696256225426524
1.2103E+11,27.8957393,-82.7433293,555,27.75,X Unshaded / Minimal,0.05,PuLP_CBC,17,Mildred Helms Elementary,6.930647802348477
1.2103E+11,27.8914917,-82.7825767,952,809.2,AE Coastal Floodplain,0.85,PuLP_CBC,17,Mildred Helms Elementary,3.199113774458995
1.2103E+11,27.7733096,-82.7762606,396,396.0,VE/V — Coastal High Hazard,1.0,PuLP_CBC,8,Sanderlin K-8,12.481921359930586
1.2103E+11,28.106769,-82.7430667,1721,86.05,X Unshaded / Minimal,0.05,PuLP_CBC,1,Palm Harbor Middle,4.871316475282942
1.2103E+11,28.104164,-82.738084,1372,1097.6,AE/A — 100-yr Floodplain,0.8,PuLP_CBC,1,Palm Harbor Middle,5.248959648539992
1.2103E+11,27.8770004,-82.8365044,1019,50.95,X Unshaded / Minimal,0.05,PuLP_CBC,17,Mildred Helms Elementary,6.670083321179383
1.2103E+11,28.0172628,-82.7904595,1390,1181.5,AE Coastal Floodplain,0.85,PuLP_CBC,1,Palm Harbor Middle,7.62061935358553
1.2103E+11,27.9540208,-82.7251348,1149,976.65,AE Coastal Floodplain,0.85,PuLP_CBC,14,Skycrest Elementary,93.79793948771076
1.2103E+11,28.0149974,-82.7303841,1435,71.75,X Unshaded / Minimal,0.05,PuLP_CBC,14,Skycrest Elementary,7.370075753883185
1.2103E+11,28.1241302,-82.658389,2607,2085.6,AE/A — 100-yr Floodplain,0.8,PuLP_CBC,1,Palm Harbor Middle,17.170045140827735
1.2103E+11,27.9643247,-82.7978322,1456,1237.6,AE Coastal Floodplain,0.85,PuLP_CBC,14,Skycrest Elementary,3.5562721290289163
1.2103E+11,27.9626328,-82.779809,1265,1012.0,AE/A — 100-yr Floodplain,0.8,PuLP_CBC,14,Skycrest Elementary,2.3380385667675143
1.2103E+11,27.9557203,-82.7811315,658,526.4,AE/A — 100-yr Floodplain,0.8,PuLP_CBC,14,Skycrest Elementary,2.865674968259241
1.2103E+11,28.0024628,-82.7660099,1725,1380.0,AE/A — 100-yr Floodplain,0.8,PuLP_CBC,14,Skycrest Elementary,4.241562124699235
1.2103E+11,27.95274,-82.7694548,1688,1350.4,AE/A — 100-yr Floodplain,0.8,PuLP_CBC,14,Skycrest Elementary,2.373684254800508
1.2103E+11,27.9915807,-82.7522581,1781,1424.8,AE/A — 100-yr Floodplain,0.8,PuLP_CBC,14,Skycrest Elementary,3.516035690653847
1.2103E+11,27.9840024,-82.7433815,524,419.2,AE/A — 100-yr Floodplain,0.8,PuLP_CBC,14,Skycrest Elementary,3.726517683027983
1.2103E+11,27.9516387,-82.7813631,1645,1316.0,AE/A — 100-yr Floodplain,0.8,PuLP_CBC,14,Skycrest Elementary,3.691708098804716
1.2103E+11,27.9014623,-82.829076,1951,1658.35,AE Coastal Floodplain,0.85,PuLP_CBC,17,Mildred Helms Elementary,3.944827745825363
1.2103E+11,27.9135097,-82.8154778,958,766.4,AE/A — 100-yr Floodplain,0.8,PuLP_CBC,17,Mildred Helms Elementary,2.70693280101554
1.2103E+11,27.9531077,-82.7960278,454,363.2,AE/A — 100-yr Floodplain,0.8,PuLP_CBC,14,Skycrest Elementary,4.729414511294997
1.2103E+11,27.9052088,-82.7997901,784,627.2,AE/A — 100-yr Floodplain,0.8,PuLP_CBC,17,Mildred Helms Elementary,0.8209648671968177
1.2103E+11,27.9244736,-82.7852362,1804,90.2,X Unshaded / Minimal,0.05,PuLP_CBC,17,Mildred Helms Elementary,2.1544112049658684
1.2103E+11,28.0444617,-82.6842229,670,536.0,AE/A — 100-yr Floodplain,0.8,PuLP_CBC,1,Palm Harbor Middle,7.499546894927125
1.2103E+11,28.0775313,-82.7205585,1306,261.2,X Shaded — 500-yr,0.2,PuLP_CBC,1,Palm Harbor Middle,4.264397596364023
1.2103E+11,28.073992,-82.7290912,1897,379.4,X Shaded — 500-yr,0.2,PuLP_CBC,1,Palm Harbor Middle,4.704042312320277
1.2103E+11,27.9212191,-82.7716039,1331,66.55,X Unshaded / Minimal,0.05,PuLP_CBC,17,Mildred Helms Elementary,3.0437676179360578
1.2103E+11,27.9192925,-82.7679828,752,37.6,X Unshaded / Minimal,0.05,PuLP_CBC,17,Mildred Helms Elementary,3.223610392592101
1.2103E+11,28.0969973,-82.7618598,1388,1179.8,AE Coastal Floodplain,0.85,PuLP_CBC,1,Palm Harbor Middle,4.0784739852353935
1.2103E+11,28.1409695,-82.7713433,1772,1506.2,AE Coastal Floodplain,0.85,PuLP_CBC,1,Palm Harbor Middle,11.066309989076728
1.2103E+11,28.0077026,-82.7524526,1326,1060.8,AE/A — 100-yr Floodplain,0.8,PuLP_CBC,14,Skycrest Elementary,5.318036185361001
1.2103E+11,28.1433934,-82.7308087,2601,2080.8,AE/A — 100-yr Floodplain,0.8,PuLP_CBC,1,Palm Harbor Middle,10.620058614846036
1.2103E+11,27.9535425,-82.7896368,2078,1662.4,AE/A — 100-yr Floodplain,0.8,PuLP_CBC,14,Skycrest Elementary,3.885936176134712
1.2103E+11,27.7332201,-82.6438498,820,697.0,AE Coastal Floodplain,0.85,PuLP_CBC,8,Sanderlin K-8,3.534130246203641
1.2103E+11,27.7832574,-82.6303543,675,573.75,AE Coastal Floodplain,0.85,PuLP_CBC,8,Sanderlin K-8,6.652950460517412
1.2103E+11,27.7066788,-82.6490117,948,805.8,AE Coastal Floodplain,0.85,PuLP_CBC,8,Sanderlin K-8,6.997182927026419
1.2103E+11,27.7358686,-82.7383956,808,686.8,AE Coastal Floodplain,0.85,PuLP_CBC,8,Sanderlin K-8,10.745800922627764
1.2103E+11,27.7138472,-82.7132101,494,419.9,AE Coastal Floodplain,0.85,PuLP_CBC,8,Sanderlin K-8,7.673095128427632
1.2103E+11,27.7087536,-82.6661884,807,40.35,X Unshaded / Minimal,0.05,PuLP_CBC,8,Sanderlin K-8,5.993189280839323
1.2103E+11,27.8392,-82.6293453,1503,1277.55,AE Coastal Floodplain,0.85,PuLP_CBC,16,Lealman Exchange,7.631444688317401
1.2103E+11,27.8327585,-82.6237954,1626,1382.1,AE Coastal Floodplain,0.85,PuLP_CBC,16,Lealman Exchange,7.506341815909269
1.2103E+11,27.8501355,-82.6494741,1307,1110.95,AE Coastal Floodplain,0.85,PuLP_CBC,16,Lealman Exchange,7.634664432807114
1.2103E+11,27.9124341,-82.7106514,866,736.1,AE Coastal Floodplain,0.85,PuLP_CBC,17,Mildred Helms Elementary,8.890714511170017
1.2103E+11,27.8109826,-82.6959521,1009,201.8,X Shaded — 500-yr,0.2,PuLP_CBC,16,Lealman Exchange,1.8451855974969245
1.2103E+11,27.7621621,-82.6291064,1455,1236.75,AE Coastal Floodplain,0.85,PuLP_CBC,8,Sanderlin K-8,5.867578787230454
1.2103E+11,27.8602139,-82.7052949,2140,1819.0,AE Coastal Floodplain,0.85,PuLP_CBC,16,Lealman Exchange,5.105556028831706
1.2103E+11,27.8604784,-82.6948433,1067,853.6,AE/A — 100-yr Floodplain,0.8,PuLP_CBC,16,Lealman Exchange,5.602539861247495
1.2103E+11,27.8517621,-82.6970435,1880,1504.0,AE/A — 100-yr Floodplain,0.8,PuLP_CBC,16,Lealman Exchange,3.989632541875265
1.2103E+11,27.8556068,-82.7062996,992,793.6,AE/A — 100-yr Floodplain,0.8,PuLP_CBC,16,Lealman Exchange,5.208401633321315
1.2103E+11,27.8508305,-82.6786818,1346,1076.8,AE/A — 100-yr Floodplain,0.8,PuLP_CBC,16,Lealman Exchange,5.177652439824917
1.2103E+11,27.8678149,-82.6756265,1348,1078.4,AE/A — 100-yr Floodplain,0.8,PuLP_CBC,16,Lealman Exchange,7.34411586875791
1.2103E+11,27.8440244,-82.6826269,647,517.6,AE/A — 100-yr Floodplain,0.8,PuLP_CBC,16,Lealman Exchange,3.8732089505774057
1.2103E+11,27.8895244,-82.6607527,1505,1279.25,AE Coastal Floodplain,0.85,PuLP_CBC,16,Lealman Exchange,11.540643214021244
1.2103E+11,27.8488405,-82.793825,613,30.65,X Unshaded / Minimal,0.05,PuLP_CBC,17,Mildred Helms Elementary,6.948461619822667
1.2103E+11,27.842369,-82.7911713,789,39.45,X Unshaded / Minimal,0.05,PuLP_CBC,17,Mildred Helms Elementary,8.157874531191839
1.2103E+11,27.8427352,-82.7853042,893,759.05,AE Coastal Floodplain,0.85,PuLP_CBC,17,Mildred Helms Elementary,8.386669635096746
1.2103E+11,27.9825347,-82.82827,578,578.0,VE/V — Coastal High Hazard,1.0,PuLP_CBC,14,Skycrest Elementary,7.934663934321658
1.2103E+11,27.8112951,-82.8081865,621,621.0,VE/V — Coastal High Hazard,1.0,PuLP_CBC,16,Lealman Exchange,13.464712277067353
1.2103E+11,28.0531743,-82.764407,1101,220.2,X Shaded — 500-yr,0.2,PuLP_CBC,1,Palm Harbor Middle,2.63644493935202
1.2103E+11,27.8172886,-82.7518243,753,640.05,AE Coastal Floodplain,0.85,PuLP_CBC,16,Lealman Exchange,6.276496808921024
1.2103E+11,27.8819921,-82.7936164,2388,119.4,X Unshaded / Minimal,0.05,PuLP_CBC,17,Mildred Helms Elementary,3.3437235899047053
1.2103E+11,27.7694777,-82.7386327,1452,1234.2,AE Coastal Floodplain,0.85,PuLP_CBC,8,Sanderlin K-8,8.995063299776522
1.2103E+11,27.7267779,-82.7430469,1126,957.1,AE Coastal Floodplain,0.85,PuLP_CBC,8,Sanderlin K-8,11.596816435799996
1.2103E+11,27.7371734,-82.7516327,583,583.0,VE/V — Coastal High Hazard,1.0,PuLP_CBC,8,Sanderlin K-8,10.373359656777708
1.2103E+11,27.7381532,-82.7146522,924,785.4,AE Coastal Floodplain,0.85,PuLP_CBC,8,Sanderlin K-8,5.541569114546549
1.2103E+11,28.0115846,-82.7667373,2620,2096.0,AE/A — 100-yr Floodplain,0.8,PuLP_CBC,14,Skycrest Elementary,5.613659849731859
1.2103E+11,27.817242,-82.7467927,676,574.6,AE Coastal Floodplain,0.85,PuLP_CBC,16,Lealman Exchange,5.976947657948145
1.2103E+11,27.8520758,-82.7228557,768,614.4,AE/A — 100-yr Floodplain,0.8,PuLP_CBC,16,Lealman Exchange,6.754427191735543
1.2103E+11,28.0205578,-82.7792988,1722,344.4,X Shaded — 500-yr,0.2,PuLP_CBC,14,Skycrest Elementary,7.747101013278805
1.2103E+11,27.8324265,-82.6907959,2819,2255.2,AE/A — 100-yr Floodplain,0.8,PuLP_CBC,16,Lealman Exchange,3.1128276433660544
1.2103E+11,27.8432689,-82.6680798,759,645.15,AE Coastal Floodplain,0.85,PuLP_CBC,16,Lealman Exchange,5.038525034003007
1.2103E+11,27.9790282,-82.7696012,2016,1612.8,AE/A — 100-yr Floodplain,0.8,PuLP_CBC,14,Skycrest Elementary,1.8281086884533324
1.2103E+11,27.8265357,-82.6754746,780,39.0,X Unshaded / Minimal,0.05,PuLP_CBC,16,Lealman Exchange,2.6275391044493617
1.2103E+11,27.7719017,-82.6753349,1558,77.9,X Unshaded / Minimal,0.05,PuLP_CBC,8,Sanderlin K-8,3.488652832820418
1.2103E+11,27.825061,-82.6612383,802,160.4,X Shaded — 500-yr,0.2,PuLP_CBC,16,Lealman Exchange,3.881510225986277
1.2103E+11,27.8152506,-82.6777094,832,665.6,AE/A — 100-yr Floodplain,0.8,PuLP_CBC,16,Lealman Exchange,1.9525279449608683
1.2103E+11,27.7622876,-82.6755732,535,26.75,X Unshaded / Minimal,0.05,PuLP_CBC,8,Sanderlin K-8,2.4012489117293607
1.2103E+11,27.7565079,-82.6695248,333,16.65,X Unshaded / Minimal,0.05,PuLP_CBC,8,Sanderlin K-8,1.5824309487499697
1.2103E+11,27.8111015,-82.6580733,911,45.55,X Unshaded / Minimal,0.05,PuLP_CBC,16,Lealman Exchange,3.948859507758858
1.2103E+11,27.8011153,-82.658724,950,47.5,X Unshaded / Minimal,0.05,PuLP_CBC,16,Lealman Exchange,5.309079503752563
1.2103E+11,27.7957389,-82.6446862,930,46.5,X Unshaded / Minimal,0.05,PuLP_CBC,16,Lealman Exchange,6.120516666506028
1.2103E+11,27.7863095,-82.6408835,1233,61.65,X Unshaded / Minimal,0.05,PuLP_CBC,8,Sanderlin K-8,6.378351122288392
1.2103E+11,27.7786562,-82.6951062,924,46.2,X Unshaded / Minimal,0.05,PuLP_CBC,8,Sanderlin K-8,5.87484889931352
1.2103E+11,27.9363109,-82.7523527,1824,1550.4,AE Coastal Floodplain,0.85,PuLP_CBC,14,Skycrest Elementary,4.111320843257164
1.2103E+11,27.7830674,-82.6357117,1006,50.3,X Unshaded / Minimal,0.05,PuLP_CBC,8,Sanderlin K-8,6.426167689150628
1.2103E+11,27.7742493,-82.6358447,1696,1441.6,AE Coastal Floodplain,0.85,PuLP_CBC,8,Sanderlin K-8,5.464110219918796
1.2103E+11,27.7803699,-82.6341655,950,47.5,X Unshaded / Minimal,0.05,PuLP_CBC,8,Sanderlin K-8,6.152251385392157
1.2103E+11,28.0956222,-82.7427227,1852,370.4,X Shaded — 500-yr,0.2,PuLP_CBC,1,Palm Harbor Middle,3.797128882757718
1.2103E+11,27.8175403,-82.6509159,1837,367.4,X Shaded — 500-yr,0.2,PuLP_CBC,16,Lealman Exchange,4.651633357183228
1.2103E+11,27.8102832,-82.6509173,1136,56.8,X Unshaded / Minimal,0.05,PuLP_CBC,16,Lealman Exchange,4.482690141556544
1.2103E+11,27.7614936,-82.6565856,2267,453.4,X Shaded — 500-yr,0.2,PuLP_CBC,8,Sanderlin K-8,2.5124175206003665
1.2103E+11,27.7463446,-82.6905108,1212,1030.2,AE Coastal Floodplain,0.85,PuLP_CBC,8,Sanderlin K-8,2.36571839880087
1.2103E+11,27.7687009,-82.6433314,2891,144.55,X Unshaded / Minimal,0.05,PuLP_CBC,8,Sanderlin K-8,3.986482838478571
1.2103E+11,27.748315,-82.6963735,1633,1388.05,AE Coastal Floodplain,0.85,PuLP_CBC,8,Sanderlin K-8,2.936705148431128
1.2103E+11,27.8114312,-82.637677,1197,1017.45,AE Coastal Floodplain,0.85,PuLP_CBC,16,Lealman Exchange,6.441702483499934
1.2103E+11,27.8168095,-82.6250315,1413,1201.05,AE Coastal Floodplain,0.85,PuLP_CBC,16,Lealman Exchange,8.547482669174485
1.2103E+11,27.9205468,-82.722997,1896,1611.6,AE Coastal Floodplain,0.85,PuLP_CBC,14,Skycrest Elementary,8.236427275396286
1.2103E+11,27.9214224,-82.7063765,3091,2627.35,AE Coastal Floodplain,0.85,PuLP_CBC,17,Mildred Helms Elementary,8.889128565809015
1.2103E+11,27.7632593,-82.642546,386,328.1,AE Coastal Floodplain,0.85,PuLP_CBC,8,Sanderlin K-8,3.600730755174536
1.2103E+11,28.0114158,-82.756608,1078,862.4,AE/A — 100-yr Floodplain,0.8,PuLP_CBC,14,Skycrest Elementary,5.673335452959904
1.2103E+11,27.8352378,-82.5903278,977,830.45,AE Coastal Floodplain,0.85,PuLP_CBC,16,Lealman Exchange,9.165659059865954
1.2103E+11,27.8760683,-82.5963216,3243,2756.55,AE Coastal Floodplain,0.85,PuLP_CBC,16,Lealman Exchange,12.9696599523466
1.2103E+11,27.8848212,-82.6274983,52,44.2,AE Coastal Floodplain,0.85,PuLP_CBC,16,Lealman Exchange,10.859922651712656
1.2103E+11,27.7832235,-82.7675771,863,863.0,VE/V — Coastal High Hazard,1.0,PuLP_CBC,8,Sanderlin K-8,12.623240676089427
1.2103E+11,27.7986974,-82.7465573,1171,234.2,X Shaded — 500-yr,0.2,PuLP_CBC,16,Lealman Exchange,7.655417992442647
1.2103E+11,27.8958703,-82.7335085,1027,51.35,X Unshaded / Minimal,0.05,PuLP_CBC,17,Mildred Helms Elementary,7.8727005966974755
1.2103E+11,27.9049976,-82.7344063,1465,293.0,X Shaded — 500-yr,0.2,PuLP_CBC,17,Mildred Helms Elementary,8.142136791856098
1.2103E+11,27.898477,-82.7404526,1818,90.9,X Unshaded / Minimal,0.05,PuLP_CBC,17,Mildred Helms Elementary,7.484098365168655
1.2103E+11,27.8918316,-82.7353916,2682,2279.7,AE Coastal Floodplain,0.85,PuLP_CBC,17,Mildred Helms Elementary,7.7110634714623
1.2103E+11,27.8688418,-82.6357504,2502,2126.7,AE Coastal Floodplain,0.85,PuLP_CBC,16,Lealman Exchange,9.126855603810014
1.2103E+11,27.9420506,-82.7226067,1334,1133.9,AE Coastal Floodplain,0.85,PuLP_CBC,14,Skycrest Elementary,6.179482258928595
1.2103E+11,28.1230095,-82.7059921,1365,1092.0,AE/A — 100-yr Floodplain,0.8,PuLP_CBC,1,Palm Harbor Middle,11.91058857850414
1.2103E+11,27.8263553,-82.8268855,1202,1021.7,AE Coastal Floodplain,0.85,PuLP_CBC,17,Mildred Helms Elementary,14.975972326045666
1.2103E+11,27.7956893,-82.7518206,458,91.6,X Shaded — 500-yr,0.2,PuLP_CBC,16,Lealman Exchange,8.452713350574893
1.2103E+11,27.7416245,-82.7091267,1300,1105.0,AE Coastal Floodplain,0.85,PuLP_CBC,8,Sanderlin K-8,4.825395070852621
1.2103E+11,28.13402,-82.7669184,1001,850.85,AE Coastal Floodplain,0.85,PuLP_CBC,1,Palm Harbor Middle,10.540510160186516
1.2103E+11,28.114981,-82.758113,1287,1093.95,AE Coastal Floodplain,0.85,PuLP_CBC,1,Palm Harbor Middle,7.451744726505418
1.2103E+11,28.1129143,-82.7448841,1706,341.2,X Shaded — 500-yr,0.2,PuLP_CBC,1,Palm Harbor Middle,5.5413147711375945
1.2103E+11,28.1156714,-82.7373229,790,632.0,AE/A — 100-yr Floodplain,0.8,PuLP_CBC,1,Palm Harbor Middle,6.4976080313492615
1.2103E+11,28.133686,-82.7138827,1693,1354.4,AE/A — 100-yr Floodplain,0.8,PuLP_CBC,1,Palm Harbor Middle,13.684718815783317
1.2103E+11,27.8713878,-82.8343785,1378,68.9,X Unshaded / Minimal,0.05,PuLP_CBC,17,Mildred Helms Elementary,7.255324815136079
1.2103E+11,28.0042476,-82.8275173,913,776.05,AE Coastal Floodplain,0.85,PuLP_CBC,14,Skycrest Elementary,10.30721587459609
1.2103E+11,28.0428863,-82.778484,1313,1050.4,AE/A — 100-yr Floodplain,0.8,PuLP_CBC,1,Palm Harbor Middle,5.5345111204726125
1.2103E+11,28.0179818,-82.7436085,1530,76.5,X Unshaded / Minimal,0.05,PuLP_CBC,1,Palm Harbor Middle,6.063681505728344
1.2103E+11,28.001212,-82.7820787,2162,432.4,X Shaded — 500-yr,0.2,PuLP_CBC,14,Skycrest Elementary,6.045239288242166
1.2103E+11,27.9991039,-82.7702686,891,178.2,X Shaded — 500-yr,0.2,PuLP_CBC,14,Skycrest Elementary,4.366004814675238
1.2103E+11,27.9963185,-82.7588343,1080,864.0,AE/A — 100-yr Floodplain,0.8,PuLP_CBC,14,Skycrest Elementary,4.08867633001897
1.2103E+11,27.9795941,-82.7640154,841,672.8,AE/A — 100-yr Floodplain,0.8,PuLP_CBC,14,Skycrest Elementary,1.9093620558884448
1.2103E+11,27.9647196,-82.7847939,1490,1192.0,AE/A — 100-yr Floodplain,0.8,PuLP_CBC,14,Skycrest Elementary,2.298269856489297
1.2103E+11,27.9710808,-82.7697238,1111,888.8,AE/A — 100-yr Floodplain,0.8,PuLP_CBC,14,Skycrest Elementary,1.1130163511137297
1.2103E+11,27.9656317,-82.7777158,566,452.8,AE/A — 100-yr Floodplain,0.8,PuLP_CBC,14,Skycrest Elementary,1.6127443887168469
1.2103E+11,27.9590941,-82.781432,1017,813.6,AE/A — 100-yr Floodplain,0.8,PuLP_CBC,14,Skycrest Elementary,2.494261439805356
1.2103E+11,27.9642955,-82.7734865,1593,1274.4,AE/A — 100-yr Floodplain,0.8,PuLP_CBC,14,Skycrest Elementary,1.2034904822791896
1.2103E+11,27.9809695,-82.7308175,1002,801.6,AE/A — 100-yr Floodplain,0.8,PuLP_CBC,14,Skycrest Elementary,4.003461556159956
1.2103E+11,27.986683,-82.6934197,1651,1320.8,AE/A — 100-yr Floodplain,0.8,PuLP_CBC,14,Skycrest Elementary,8.202252512357818
1.2103E+11,28.0892713,-82.7322433,1629,81.45,X Unshaded / Minimal,0.05,PuLP_CBC,1,Palm Harbor Middle,4.81381014064555
1.2103E+11,27.8918208,-82.7967075,2734,136.7,X Unshaded / Minimal,0.05,PuLP_CBC,17,Mildred Helms Elementary,2.4656020133883567
1.2103E+11,27.8926445,-82.7912795,712,35.6,X Unshaded / Minimal,0.05,PuLP_CBC,17,Mildred Helms Elementary,2.363026367844421
1.2103E+11,27.8889577,-82.7745283,633,538.05,AE Coastal Floodplain,0.85,PuLP_CBC,17,Mildred Helms Elementary,3.985769055095141
1.2103E+11,27.8636757,-82.7566652,1529,76.45,X Unshaded / Minimal,0.05,PuLP_CBC,17,Mildred Helms Elementary,8.447353453300625
1.2103E+11,27.9341123,-82.738984,1149,976.65,AE Coastal Floodplain,0.85,PuLP_CBC,14,Skycrest Elementary,5.013581476889732
1.2103E+11,27.9945836,-82.7026418,2306,1960.1,AE Coastal Floodplain,0.85,PuLP_CBC,14,Skycrest Elementary,8.022827076252366
1.2103E+11,27.966711,-82.8206431,921,921.0,VE/V — Coastal High Hazard,1.0,PuLP_CBC,14,Skycrest Elementary,9.314713015874707
1.2103E+11,27.889185,-82.7419177,454,90.8,X Shaded — 500-yr,0.2,PuLP_CBC,17,Mildred Helms Elementary,7.254150598151009
1.2103E+11,27.9362193,-82.7818459,861,688.8,AE/A — 100-yr Floodplain,0.8,PuLP_CBC,17,Mildred Helms Elementary,3.801973614145644
1.2103E+11,28.107632,-82.7001805,2619,2095.2,AE/A — 100-yr Floodplain,0.8,PuLP_CBC,1,Palm Harbor Middle,9.795907807014858
1.2103E+11,28.0982574,-82.7067705,2406,1924.8,AE/A — 100-yr Floodplain,0.8,PuLP_CBC,1,Palm Harbor Middle,9.129600164785332
1.2103E+11,27.9297699,-82.7791701,649,32.45,X Unshaded / Minimal,0.05,PuLP_CBC,17,Mildred Helms Elementary,3.271142091697856
1.2103E+11,27.7356409,-82.6874331,1277,1085.45,AE Coastal Floodplain,0.85,PuLP_CBC,8,Sanderlin K-8,3.051579302007228
1.2103E+11,28.1588069,-82.6712078,1071,856.8,AE/A — 100-yr Floodplain,0.8,PuLP_CBC,1,Palm Harbor Middle,18.372117087652057
1.2103E+11,27.9255296,-82.7783559,1811,90.55,X Unshaded / Minimal,0.05,PuLP_CBC,17,Mildred Helms Elementary,3.3578715817232623
1.2103E+11,28.122877,-82.6890959,1917,1533.6,AE/A — 100-yr Floodplain,0.8,PuLP_CBC,1,Palm Harbor Middle,11.295670543445612
1.2103E+11,28.078878,-82.7334914,1020,204.0,X Shaded — 500-yr,0.2,PuLP_CBC,1,Palm Harbor Middle,2.937773373835101
1.2103E+11,28.0701477,-82.7318219,1417,1133.6,AE/A — 100-yr Floodplain,0.8,PuLP_CBC,1,Palm Harbor Middle,2.0759352813929675
1.2103E+11,27.9464128,-82.7267698,2309,1962.65,AE Coastal Floodplain,0.85,PuLP_CBC,14,Skycrest Elementary,5.0443202373338085
1.2103E+11,27.9324202,-82.7229376,679,577.15,AE Coastal Floodplain,0.85,PuLP_CBC,14,Skycrest Elementary,9.98148904606099
1.2103E+11,28.0426816,-82.6797822,191,162.35,AE Coastal Floodplain,0.85,PuLP_CBC,1,Palm Harbor Middle,7.994172963625542
1.2103E+11,27.9219695,-82.7638107,579,28.95,X Unshaded / Minimal,0.05,PuLP_CBC,17,Mildred Helms Elementary,4.343191984908831
1.2103E+11,28.046068,-82.73361,1963,98.15,X Unshaded / Minimal,0.05,PuLP_CBC,1,Palm Harbor Middle,4.246089589899189
1.2103E+11,28.0358186,-82.7338928,827,41.35,X Unshaded / Minimal,0.05,PuLP_CBC,1,Palm Harbor Middle,4.768914447536381
1.2103E+11,28.0309286,-82.735387,1354,67.7,X Unshaded / Minimal,0.05,PuLP_CBC,1,Palm Harbor Middle,5.298613782682471
1.2103E+11,28.1323609,-82.779145,1104,938.4,AE Coastal Floodplain,0.85,PuLP_CBC,1,Palm Harbor Middle,10.944354220668254
1.2103E+11,28.1420821,-82.7838572,985,837.25,AE Coastal Floodplain,0.85,PuLP_CBC,1,Palm Harbor Middle,12.00976510028662
1.2103E+11,28.0762294,-82.7627492,979,832.15,AE Coastal Floodplain,0.85,PuLP_CBC,1,Palm Harbor Middle,1.9524525212847823
1.2103E+11,28.0150458,-82.7775663,900,180.0,X Shaded — 500-yr,0.2,PuLP_CBC,14,Skycrest Elementary,6.759711888928729
1.2103E+11,28.0126779,-82.7729679,1437,287.4,X Shaded — 500-yr,0.2,PuLP_CBC,14,Skycrest Elementary,6.21698569805269
1.2103E+11,28.0606164,-82.7683483,1067,906.95,AE Coastal Floodplain,0.85,PuLP_CBC,1,Palm Harbor Middle,2.3073435029281884
1.2103E+11,28.0701406,-82.7450409,1755,351.0,X Shaded — 500-yr,0.2,PuLP_CBC,1,Palm Harbor Middle,0.7999287976989783
1.2103E+11,28.1265715,-82.7658938,1514,1286.9,AE Coastal Floodplain,0.85,PuLP_CBC,1,Palm Harbor Middle,8.43913950633012
1.2103E+11,28.0711289,-82.7561774,774,38.7,X Unshaded / Minimal,0.05,PuLP_CBC,1,Palm Harbor Middle,0.3264570135113276
1.2103E+11,27.9509882,-82.8327587,1577,1340.45,AE Coastal Floodplain,0.85,PuLP_CBC,17,Mildred Helms Elementary,8.870615016839
1.2103E+11,28.014334,-82.7500855,493,98.6,X Shaded — 500-yr,0.2,PuLP_CBC,1,Palm Harbor Middle,6.297444206291544
1.2103E+11,27.7330988,-82.6395326,479,407.15,AE Coastal Floodplain,0.85,PuLP_CBC,8,Sanderlin K-8,4.48632143205317
1.2103E+11,27.7102024,-82.6587275,1192,59.6,X Unshaded / Minimal,0.05,PuLP_CBC,8,Sanderlin K-8,5.7654929310598
1.2103E+11,27.710295,-82.6504986,344,17.2,X Unshaded / Minimal,0.05,PuLP_CBC,8,Sanderlin K-8,6.3506466644758985
1.2103E+11,27.7814894,-82.6257245,730,620.5,AE Coastal Floodplain,0.85,PuLP_CBC,8,Sanderlin K-8,7.229573385937689
1.2103E+11,27.7699106,-82.6330501,1478,1256.3,AE Coastal Floodplain,0.85,PuLP_CBC,8,Sanderlin K-8,5.283524950652386
1.2103E+11,27.8731182,-82.6331079,1158,984.3,AE Coastal Floodplain,0.85,PuLP_CBC,16,Lealman Exchange,9.60342767852768
1.2103E+11,28.1097659,-82.6897852,1692,1353.6,AE/A — 100-yr Floodplain,0.8,PuLP_CBC,1,Palm Harbor Middle,9.95799018279842
